,Main dimension,Subdimension,Sub-subdimension,Feature,Sub Field,Sample Size
1088,Brain,All,Scalars,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",-,41194
1089,Brain,All,Scalars,Volume of grey matter in Precentral Gyrus (left),-,41194
1090,Brain,All,Scalars,Volume of grey matter in Precentral Gyrus (right),-,41194
1091,Brain,All,Scalars,Volume of grey matter in Temporal Pole (left),-,41194
1092,Brain,All,Scalars,Volume of grey matter in Temporal Pole (right),-,41194
1093,Brain,All,Scalars,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",-,41194
1094,Brain,All,Scalars,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",-,41194
1095,Brain,All,Scalars,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",-,41194
1096,Brain,All,Scalars,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",-,41194
1097,Brain,All,Scalars,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",-,41194
1098,Brain,All,Scalars,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",-,41194
1099,Brain,All,Scalars,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",-,41194
1100,Brain,All,Scalars,"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",-,41194
1101,Brain,All,Scalars,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",-,41194
1102,Brain,All,Scalars,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",-,41194
1103,Brain,All,Scalars,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)",-,41194
1104,Brain,All,Scalars,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)",-,41194
1105,Brain,All,Scalars,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)",-,41194
1106,Brain,All,Scalars,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)",-,41194
1107,Brain,All,Scalars,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",-,41194
1108,Brain,All,Scalars,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)",-,41194
1109,Brain,All,Scalars,Volume of grey matter in Postcentral Gyrus (left),-,41194
1110,Brain,All,Scalars,Volume of grey matter in Postcentral Gyrus (right),-,41194
1111,Brain,All,Scalars,Volume of grey matter in Superior Parietal Lobule (left),-,41194
1112,Brain,All,Scalars,Volume of grey matter in Superior Parietal Lobule (right),-,41194
1113,Brain,All,Scalars,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",-,41194
1114,Brain,All,Scalars,"Volume of grey matter in Supramarginal Gyrus, anterior division (right)",-,41194
1115,Brain,All,Scalars,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)",-,41194
1116,Brain,All,Scalars,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)",-,41194
1117,Brain,All,Scalars,Volume of grey matter in Angular Gyrus (left),-,41194
1118,Brain,All,Scalars,Volume of grey matter in Angular Gyrus (right),-,41194
1119,Brain,All,Scalars,"Volume of grey matter in Lateral Occipital Cortex, superior division (left)",-,41194
1120,Brain,All,Scalars,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",-,41194
1121,Brain,All,Scalars,"Volume of grey matter in Lateral Occipital Cortex, inferior division (left)",-,41194
1122,Brain,All,Scalars,"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)",-,41194
1123,Brain,All,Scalars,Volume of grey matter in Intracalcarine Cortex (left),-,41194
1124,Brain,All,Scalars,Volume of grey matter in Intracalcarine Cortex (right),-,41194
1125,Brain,All,Scalars,Volume of grey matter in Frontal Medial Cortex (left),-,41194
1126,Brain,All,Scalars,Volume of grey matter in Frontal Medial Cortex (right),-,41194
1127,Brain,All,Scalars,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),-,41194
1128,Brain,All,Scalars,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),-,41194
1129,Brain,All,Scalars,Volume of grey matter in Subcallosal Cortex (left),-,41194
1130,Brain,All,Scalars,Volume of grey matter in Subcallosal Cortex (right),-,41194
1131,Brain,All,Scalars,Volume of grey matter in Paracingulate Gyrus (left),-,41194
1132,Brain,All,Scalars,Volume of grey matter in Paracingulate Gyrus (right),-,41194
1133,Brain,All,Scalars,"Volume of grey matter in Cingulate Gyrus, anterior division (left)",-,41194
1134,Brain,All,Scalars,"Volume of grey matter in Cingulate Gyrus, anterior division (right)",-,41194
1135,Brain,All,Scalars,"Volume of grey matter in Cingulate Gyrus, posterior division (left)",-,41194
1136,Brain,All,Scalars,"Volume of grey matter in Cingulate Gyrus, posterior division (right)",-,41194
1137,Brain,All,Scalars,Volume of grey matter in Precuneous Cortex (left),-,41194
1138,Brain,All,Scalars,Volume of grey matter in Precuneous Cortex (right),-,41194
1139,Brain,All,Scalars,Volume of grey matter in Cuneal Cortex (left),-,41194
1140,Brain,All,Scalars,Volume of grey matter in Cuneal Cortex (right),-,41194
1141,Brain,All,Scalars,Volume of grey matter in Frontal Orbital Cortex (left),-,41194
1142,Brain,All,Scalars,Volume of grey matter in Frontal Orbital Cortex (right),-,41194
1143,Brain,All,Scalars,"Volume of grey matter in Parahippocampal Gyrus, anterior division (left)",-,41194
1144,Brain,All,Scalars,"Volume of grey matter in Parahippocampal Gyrus, anterior division (right)",-,41194
1145,Brain,All,Scalars,"Volume of grey matter in Parahippocampal Gyrus, posterior division (left)",-,41194
1146,Brain,All,Scalars,"Volume of grey matter in Parahippocampal Gyrus, posterior division (right)",-,41194
1147,Brain,All,Scalars,Volume of grey matter in Lingual Gyrus (left),-,41194
1148,Brain,All,Scalars,Volume of grey matter in Lingual Gyrus (right),-,41194
1149,Brain,All,Scalars,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",-,41194
1150,Brain,All,Scalars,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)",-,41194
1151,Brain,All,Scalars,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)",-,41194
1152,Brain,All,Scalars,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)",-,41194
1153,Brain,All,Scalars,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),-,41194
1154,Brain,All,Scalars,Volume of grey matter in Temporal Occipital Fusiform Cortex (right),-,41194
1155,Brain,All,Scalars,Volume of grey matter in Occipital Fusiform Gyrus (left),-,41194
1156,Brain,All,Scalars,Volume of grey matter in Occipital Fusiform Gyrus (right),-,41194
1157,Brain,All,Scalars,Volume of grey matter in Frontal Operculum Cortex (left),-,41194
1158,Brain,All,Scalars,Volume of grey matter in Frontal Operculum Cortex (right),-,41194
1159,Brain,All,Scalars,Volume of grey matter in Central Opercular Cortex (left),-,41194
1160,Brain,All,Scalars,Volume of grey matter in Central Opercular Cortex (right),-,41194
1161,Brain,All,Scalars,Volume of grey matter in Parietal Operculum Cortex (left),-,41194
1162,Brain,All,Scalars,Volume of grey matter in Parietal Operculum Cortex (right),-,41194
1163,Brain,All,Scalars,Volume of grey matter in Planum Polare (left),-,41194
1164,Brain,All,Scalars,Volume of grey matter in Planum Polare (right),-,41194
1165,Brain,All,Scalars,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left),-,41194
1166,Brain,All,Scalars,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right),-,41194
1167,Brain,All,Scalars,Volume of grey matter in Planum Temporale (left),-,41194
1168,Brain,All,Scalars,Volume of grey matter in Planum Temporale (right),-,41194
1169,Brain,All,Scalars,Volume of grey matter in Supracalcarine Cortex (left),-,41194
1170,Brain,All,Scalars,Volume of grey matter in Supracalcarine Cortex (right),-,41194
1171,Brain,All,Scalars,Volume of grey matter in Occipital Pole (left),-,41194
1172,Brain,All,Scalars,Volume of grey matter in Occipital Pole (right),-,41194
1173,Brain,All,Scalars,Volume of grey matter in Thalamus (left),-,41194
1174,Brain,All,Scalars,Volume of grey matter in Thalamus (right),-,41194
1175,Brain,All,Scalars,Volume of grey matter in Caudate (left),-,41194
1176,Brain,All,Scalars,Volume of grey matter in Caudate (right),-,41194
1177,Brain,All,Scalars,Volume of grey matter in Putamen (left),-,41194
1178,Brain,All,Scalars,Volume of grey matter in Putamen (right),-,41194
1179,Brain,All,Scalars,Volume of grey matter in Pallidum (left),-,41194
1180,Brain,All,Scalars,Volume of grey matter in Pallidum (right),-,41194
1181,Brain,All,Scalars,Volume of grey matter in Hippocampus (left),-,41194
1182,Brain,All,Scalars,Volume of grey matter in Hippocampus (right),-,41194
1183,Brain,All,Scalars,Volume of grey matter in Amygdala (left),-,41194
1184,Brain,All,Scalars,Volume of grey matter in Amygdala (right),-,41194
1185,Brain,All,Scalars,Volume of grey matter in Ventral Striatum (left),-,41194
1186,Brain,All,Scalars,Volume of grey matter in Ventral Striatum (right),-,41194
1187,Brain,All,Scalars,Volume of grey matter in Brain-Stem,-,41194
1188,Brain,All,Scalars,Volume of grey matter in I-IV Cerebellum (left),-,41194
1189,Brain,All,Scalars,Volume of grey matter in I-IV Cerebellum (right),-,41194
1190,Brain,All,Scalars,Volume of grey matter in V Cerebellum (left),-,41194
1191,Brain,All,Scalars,Volume of grey matter in V Cerebellum (right),-,41194
1192,Brain,All,Scalars,Volume of grey matter in VI Cerebellum (left),-,41194
1193,Brain,All,Scalars,Volume of grey matter in VI Cerebellum (vermis),-,41194
1194,Brain,All,Scalars,Volume of grey matter in VI Cerebellum (right),-,41194
1195,Brain,All,Scalars,Volume of grey matter in Crus I Cerebellum (left),-,41194
1196,Brain,All,Scalars,Volume of grey matter in Crus I Cerebellum (vermis),-,41194
1197,Brain,All,Scalars,Volume of grey matter in Crus I Cerebellum (right),-,41194
1198,Brain,All,Scalars,Volume of grey matter in Crus II Cerebellum (left),-,41194
1199,Brain,All,Scalars,Volume of grey matter in Crus II Cerebellum (vermis),-,41194
1200,Brain,All,Scalars,Volume of grey matter in Crus II Cerebellum (right),-,41194
1201,Brain,All,Scalars,Volume of grey matter in VIIb Cerebellum (left),-,41194
1202,Brain,All,Scalars,Volume of grey matter in VIIb Cerebellum (vermis),-,41194
1203,Brain,All,Scalars,Volume of grey matter in VIIb Cerebellum (right),-,41194
1204,Brain,All,Scalars,Volume of grey matter in VIIIa Cerebellum (left),-,41194
1205,Brain,All,Scalars,Volume of grey matter in VIIIa Cerebellum (vermis),-,41194
1206,Brain,All,Scalars,Volume of grey matter in VIIIa Cerebellum (right),-,41194
1207,Brain,All,Scalars,Volume of grey matter in VIIIb Cerebellum (left),-,41194
1208,Brain,All,Scalars,Volume of grey matter in VIIIb Cerebellum (vermis),-,41194
1209,Brain,All,Scalars,Volume of grey matter in VIIIb Cerebellum (right),-,41194
1210,Brain,All,Scalars,Volume of grey matter in IX Cerebellum (left),-,41194
1211,Brain,All,Scalars,Volume of grey matter in IX Cerebellum (vermis),-,41194
1212,Brain,All,Scalars,Volume of grey matter in IX Cerebellum (right),-,41194
1213,Brain,All,Scalars,Volume of grey matter in X Cerebellum (left),-,41194
1214,Brain,All,Scalars,Volume of grey matter in X Cerebellum (vermis),-,41194
1215,Brain,All,Scalars,Volume of grey matter in X Cerebellum (right),-,41194
1216,Brain,All,Scalars,Weighted-mean FA in tract acoustic radiation (left),-,38933
1217,Brain,All,Scalars,Weighted-mean FA in tract acoustic radiation (right),-,38933
1218,Brain,All,Scalars,Weighted-mean FA in tract anterior thalamic radiation (left),-,38933
1219,Brain,All,Scalars,Weighted-mean FA in tract anterior thalamic radiation (right),-,38933
1220,Brain,All,Scalars,Weighted-mean FA in tract cingulate gyrus part of cingulum (left),-,38933
1221,Brain,All,Scalars,Weighted-mean FA in tract cingulate gyrus part of cingulum (right),-,38933
1222,Brain,All,Scalars,Weighted-mean FA in tract parahippocampal part of cingulum (left),-,38933
1223,Brain,All,Scalars,Weighted-mean FA in tract parahippocampal part of cingulum (right),-,38933
1224,Brain,All,Scalars,Weighted-mean FA in tract corticospinal tract (left),-,38933
1225,Brain,All,Scalars,Weighted-mean FA in tract corticospinal tract (right),-,38933
1226,Brain,All,Scalars,Weighted-mean FA in tract forceps major,-,38933
1227,Brain,All,Scalars,Weighted-mean FA in tract forceps minor,-,38933
1228,Brain,All,Scalars,Weighted-mean FA in tract inferior fronto-occipital fasciculus (left),-,38933
1229,Brain,All,Scalars,Weighted-mean FA in tract inferior fronto-occipital fasciculus (right),-,38933
1230,Brain,All,Scalars,Weighted-mean FA in tract inferior longitudinal fasciculus (left),-,38933
1231,Brain,All,Scalars,Weighted-mean FA in tract inferior longitudinal fasciculus (right),-,38933
1232,Brain,All,Scalars,Weighted-mean FA in tract middle cerebellar peduncle,-,38933
1233,Brain,All,Scalars,Weighted-mean FA in tract medial lemniscus (left),-,38933
1234,Brain,All,Scalars,Weighted-mean FA in tract medial lemniscus (right),-,38933
1235,Brain,All,Scalars,Weighted-mean FA in tract posterior thalamic radiation (left),-,38933
1236,Brain,All,Scalars,Weighted-mean FA in tract posterior thalamic radiation (right),-,38933
1237,Brain,All,Scalars,Weighted-mean FA in tract superior longitudinal fasciculus (left),-,38933
1238,Brain,All,Scalars,Weighted-mean FA in tract superior longitudinal fasciculus (right),-,38933
1239,Brain,All,Scalars,Weighted-mean FA in tract superior thalamic radiation (left),-,38933
1240,Brain,All,Scalars,Weighted-mean FA in tract superior thalamic radiation (right),-,38933
1241,Brain,All,Scalars,Weighted-mean FA in tract uncinate fasciculus (left),-,38933
1242,Brain,All,Scalars,Weighted-mean FA in tract uncinate fasciculus (right),-,38933
1243,Brain,All,Scalars,Weighted-mean MD in tract acoustic radiation (left),-,38933
1244,Brain,All,Scalars,Weighted-mean MD in tract acoustic radiation (right),-,38933
1245,Brain,All,Scalars,Weighted-mean MD in tract anterior thalamic radiation (left),-,38933
1246,Brain,All,Scalars,Weighted-mean MD in tract anterior thalamic radiation (right),-,38933
1247,Brain,All,Scalars,Weighted-mean MD in tract cingulate gyrus part of cingulum (left),-,38933
1248,Brain,All,Scalars,Weighted-mean MD in tract cingulate gyrus part of cingulum (right),-,38933
1249,Brain,All,Scalars,Weighted-mean MD in tract parahippocampal part of cingulum (left),-,38933
1250,Brain,All,Scalars,Weighted-mean MD in tract parahippocampal part of cingulum (right),-,38933
1251,Brain,All,Scalars,Weighted-mean MD in tract corticospinal tract (left),-,38933
1252,Brain,All,Scalars,Weighted-mean MD in tract corticospinal tract (right),-,38933
1253,Brain,All,Scalars,Weighted-mean MD in tract forceps major,-,38933
1254,Brain,All,Scalars,Weighted-mean MD in tract forceps minor,-,38933
1255,Brain,All,Scalars,Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),-,38933
1256,Brain,All,Scalars,Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),-,38933
1257,Brain,All,Scalars,Weighted-mean MD in tract inferior longitudinal fasciculus (left),-,38933
1258,Brain,All,Scalars,Weighted-mean MD in tract inferior longitudinal fasciculus (right),-,38933
1259,Brain,All,Scalars,Weighted-mean MD in tract middle cerebellar peduncle,-,38933
1260,Brain,All,Scalars,Weighted-mean MD in tract medial lemniscus (left),-,38933
1261,Brain,All,Scalars,Weighted-mean MD in tract medial lemniscus (right),-,38933
1262,Brain,All,Scalars,Weighted-mean MD in tract posterior thalamic radiation (left),-,38933
1263,Brain,All,Scalars,Weighted-mean MD in tract posterior thalamic radiation (right),-,38933
1264,Brain,All,Scalars,Weighted-mean MD in tract superior longitudinal fasciculus (left),-,38933
1265,Brain,All,Scalars,Weighted-mean MD in tract superior longitudinal fasciculus (right),-,38933
1266,Brain,All,Scalars,Weighted-mean MD in tract superior thalamic radiation (left),-,38933
1267,Brain,All,Scalars,Weighted-mean MD in tract superior thalamic radiation (right),-,38933
1268,Brain,All,Scalars,Weighted-mean MD in tract uncinate fasciculus (left),-,38933
1269,Brain,All,Scalars,Weighted-mean MD in tract uncinate fasciculus (right),-,38933
